review_id,review_stars,word_count,lexical_diversity,correct_spell_ratio,price_included,procon_included,joy,love,affection,liking,enthusiasm,sadness,dislike,despair,horror,distress,FleschReadingEase,user_review_count,yelping_months,degree,betweenness,eigenvector,business_stars,business_review_count,class
wQ-mzm3ijRmAYv0-1dkdvQ,4,290,0.596551724,0.889655172,0,0,0,0,0,0,0,0,0,0,0,0.003436426,75.0939,717,63,220,0.009689872,0.029333956,4,189,useful
XRWcz778HF0pmUXIKVTMuw,5,41,0.829268293,0.951219512,0,0,0,0.023809524,0,0,0,0,0,0,0,0,100.9054,158,69,66,0.002359059,0.005317325,4,546,useful
YA6D5YzJ80qs0xU-Tp6DzA,5,41,0.829268293,0.804878049,0,0,0,0,0,0,0,0,0,0,0,0,64.71,281,58,0,0,0,4.5,1033,not_useful
fNW-VWul-CX6e1BlZAQaiQ,1,90,0.644444444,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,79.6006,6,44,0,0,0,2.5,9,useful
SL_H1p2gJBkWGMjkSvFdnA,3,264,0.571969697,0.886363636,0,0,0,0,0,0,0,0,0,0,0,0,78.2779,28,19,9,2.26E-06,0.004708882,4.5,47,not_useful
hqJWAx-aZ60aqZ0A5g96Bw,5,34,0.794117647,0.882352941,0,0,0,0.028571429,0,0,0,0,0,0,0,0,96.8497,2,23,0,0,0,4,165,not_useful
djy75d2OLEa2DmhGsAvvPw,5,49,0.897959184,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0,87.4466,9,29,0,0,0,3.5,5,not_useful
4kUh5mQtH_WVm2ninr6tQA,5,63,0.682539683,0.920634921,0,0,0,0.015625,0,0,0,0,0,0,0,0,85.69,11,9,4,0.000237,0,4,86,not_useful
_Xqv98Segfz2D2QACPKAKQ,5,27,0.925925926,0.777777778,0,0,0,0.035714286,0,0,0,0,0,0,0,0,43.149,1,38,0,0,0,3.5,68,not_useful
Bl3F5-r7Bud_DNoiwtlzeQ,3,57,0.789473684,0.929824561,0,0,0,0,0,0,0,0,0,0,0,0,77.5301,47,58,3,2.84E-05,0.00052,3,58,not_useful
yK8no55wZtt-2OYKaUmq-w,5,54,0.814814815,0.907407407,0,0,0,0.018181818,0,0,0,0,0,0,0,0,89.0271,99,9,1,0,0,3.5,3181,not_useful
xEJjrrjxpfPzWifV0N_J4w,3,81,0.728395062,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,84.8895,109,11,12,6.44E-05,0.007477049,4,94,not_useful
Vgaaj2kXk6j5Ziv4pfIzVw,2,51,0.745098039,0.784313725,0,0,0,0,0,0,0,0,0,0,0,0,69.5559,35,29,8,1.29E-06,0.002092309,3.5,698,useful
isRKovTcZNiboMR0pbXfDw,5,24,0.833333333,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,103.0443,109,37,2,3.14E-07,0.000393,4.5,207,not_useful
bl4freQePUgGTxlqGSVnFA,5,18,0.777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,90.427,46,12,0,0,0,4.5,6,not_useful
PfnGT_8JHyRYgigvFtzLTw,5,74,0.72972973,0.837837838,0,0,0,0,0,0,0,0,0,0,0,0,76.4418,20,16,0,0,0,3.5,14,not_useful
jdQnEajR4t4x28Z8x5igaQ,5,29,0.896551724,0.896551724,0,0,0,0.066666667,0,0,0,0,0,0,0,0,79.8564,21,5,1,0,0,4,34,not_useful
JTgy6nnIiJ2RKje-k2eQZQ,1,331,0.589123867,0.906344411,0.006042296,0,0,0,0,0,0,0,0,0,0,0,77.57,558,65,4,1.04E-07,0.000314,3.5,1399,useful
FG3HZzaUxY0cFf0p0G_gNA,5,50,0.76,0.94,0,0,0,0,0,0,0,0,0,0,0,0,92.1079,4,23,0,0,0,5,17,not_useful
TTI5oCuinr0X9SqlDI22lw,5,40,0.75,0.875,0.025,0,0,0,0,0,0,0,0,0,0,0,80.439,1,20,2,7.89E-05,0,4.5,697,not_useful
C0XZes9QcAs87j4OUqS7Qg,1,122,0.672131148,0.844262295,0,0,0,0,0,0,0,0,0,0,0,0,82.2961,442,79,10,1.86E-05,0.002488612,2,76,useful
DWzZinlbhfBytnVpDsk2bg,1,17,0.882352941,1,0,0,0,0,0,0,0,0,0,0,0,0,90.8368,13,27,0,0,0,3,231,not_useful
jC5UAPK_B6MLo5LMxW1-FA,3,108,0.685185185,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,64.6406,102,8,26,0.000982,0.007078839,3.5,504,useful
StHfystw1WjylNlVci9LlA,1,146,0.657534247,0.924657534,0.006849315,0,0,0,0,0,0,0,0,0,0,0,61.8463,8,16,0,0,0,4.5,307,useful
8QziD9AdRsgn11F3wXpavQ,5,15,0.933333333,1,0,0,0,0,0,0,0,0,0,0,0,0,96.519,89,46,5,0.000222,0.000267,4.5,166,useful
JBwLvvH2XpybyMOIJD48Ew,5,88,0.670454545,0.965909091,0,0,0,0,0,0,0,0,0,0,0,0,96.6397,157,51,189,0.002538358,0.040794773,4,187,useful
KDwCq1AodLnOeXNPoNQbNg,5,9,1,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,37.9,3,16,0,0,0,3,103,not_useful
o4zDC1B9cca5_WVExBtFXQ,3,43,0.674418605,0.697674419,0,0,0,0,0,0,0,0,0,0,0,0,44.47,21,34,0,0,0,4,666,not_useful
qFbb9iIfixpttu8_WGyuWQ,5,40,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,81.6405,44,27,2,2.73E-07,0.000187,4.5,1324,not_useful
E9_nCuT4pQhEgHblME2hKA,4,26,0.807692308,0.961538462,0,0,0,0,0,0,0,0,0,0,0,0,80.275,8,12,0,0,0,4,32,not_useful
1FrmhjSkF9wSW3a-GA-I3A,4,44,0.727272727,0.977272727,0,0,0,0,0,0,0,0,0,0,0,0,68.3067,6,56,1,0,2.58E-05,3,280,not_useful
V3hQbLWMcfjfDc_4QghWlQ,5,50,0.8,0.92,0,0,0,0,0,0,0,0,0,0,0,0,84.6855,45,57,7,0.000113,3.36E-05,4,123,not_useful
EtZdvbvurbZDHYgDS0Fgug,4,86,0.709302326,0.872093023,0,0,0,0,0,0,0,0,0,0,0,0,73.3225,274,15,21,0.000135,0.00970876,3,92,useful
Tgy-xy7leDNawBK6qoZscw,4,31,0.838709677,0.870967742,0,0,0,0,0,0,0,0,0,0,0,0,77.007,7,2,1,0,0,3.5,242,not_useful
A2uSvYBMKBUoFKrf7TYcIA,5,205,0.736585366,0.824390244,0,0,0,0,0,0,0,0,0,0,0,0.004854369,72.4554,424,46,4,8.02E-05,0.000313,4,963,useful
dfXeF_8EZgQtgxZCdYQqPA,4,104,0.740384615,0.875,0.028846154,0,0,0,0,0,0,0,0,0,0,0,87.8919,310,63,0,0,0,3.5,39,not_useful
ARXreuv-jvMfm3ymJRDaXg,1,33,0.818181818,0.787878788,0.03030303,0,0,0,0,0,0,0,0,0,0,0,61.1532,24,7,0,0,0,3.5,23,not_useful
BkeVXAz1zvwSZTWtQgYYlw,4,45,0.822222222,0.933333333,0,0,0,0,0,0,0,0,0,0,0,0,93.5666,120,38,1,0,4.94E-05,4,19,not_useful
a0PEr715pVW0mnelLLGjmQ,3,70,0.671428571,0.842857143,0,0,0,0,0,0,0,0,0,0,0,0,81.7315,32,51,0,0,0,4,613,not_useful
FBJ-IETgXn3PLtPVblHRhg,1,52,0.730769231,0.980769231,0.019230769,0,0,0,0,0,0,0,0,0,0,0,97.3847,19,26,9,0.000477,0.000115,3.5,136,not_useful
wW7tf08wcPUDfE6hloIWPA,3,90,0.744444444,0.888888889,0.033333333,0,0,0,0,0,0,0,0,0,0,0,88.8315,27,53,0,0,0,4,1511,useful
IlwhPNMGKZxHUfgom1HGsQ,3,243,0.646090535,0.901234568,0.028806584,0,0,0,0,0,0,0.004098361,0,0,0,0,86.9449,20,67,0,0,0,2.5,819,useful
OHHtCt3q40qahQ5ElFw21Q,1,167,0.676646707,0.916167665,0,0,0,0,0,0,0,0,0,0,0,0,74.375,305,62,33,0.00019,0.004723744,3.5,113,not_useful
3aWui08rgJvvyoPVvGJUzg,5,110,0.690909091,0.818181818,0,0,0,0,0,0,0,0,0,0,0.018018018,0,80.6628,1,40,4,0.000158,8.22E-06,4.5,59,not_useful
pICgej2lgzjKWBhzONjvtQ,3,94,0.723404255,0.893617021,0,0,0,0,0,0,0,0,0,0,0,0,73.2953,45,4,8,0.000261,0.001370949,3,55,not_useful
mIryp5iFhgNAROt4J7EUYw,3,12,0.833333333,1,0,0,0,0,0,0,0,0,0,0,0,0,111.915,35,2,0,0,0,3.5,74,not_useful
5sDWClh_1qrgSY3DgtJxCA,5,50,0.82,0.96,0,0,0,0,0,0,0,0,0,0,0,0,90.4768,17,23,1,0,0.000201,4,123,not_useful
QclWoMDyqJMGH5U45vM_eg,5,27,0.888888889,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,71.9,1,32,0,0,0,4,130,not_useful
JUwtXLixby5Hu5BACQ4pBA,5,19,0.947368421,0.947368421,0.052631579,0,0,0,0,0,0,0,0,0,0,0,88.0333,8,11,0,0,0,4,1368,not_useful
BiIr4rvupEVYpRVbaehkNw,5,14,0.928571429,0.928571429,0,0,0,0,0,0,0,0,0,0,0,0,69.5725,6,45,0,0,0,4,4,not_useful
A3-_yNu7tYwc-B07DTI3YA,1,135,0.688888889,0.933333333,0.007407407,0,0,0,0,0,0,0,0,0,0,0,81.2309,235,57,45,0.000192,0.022419522,4,238,useful
UZD8qWJi207qI2ueEocofg,4,34,0.794117647,0.970588235,0,0,0,0,0,0,0,0,0,0,0,0,79.5059,53,27,1,0,0,3.5,62,not_useful
kixYamRr-kOQpwq8d79-Bw,3,39,0.717948718,0.897435897,0.025641026,0,0,0,0,0,0,0,0,0,0,0,92.4293,150,27,2,7.89E-05,7.25E-05,3.5,220,not_useful
sIfApG5NS7meg_ePIwTtQA,5,26,0.846153846,0.884615385,0,0,0,0.037037037,0,0,0,0,0,0,0,0,72.83,6,14,0,0,0,4.5,139,not_useful
UD1WqkTGg5BI0LJizVR_Yw,4,18,0.833333333,1,0,0,0,0,0,0,0,0,0,0,0,0,53.4809,10,40,1,0,0.00045,4.5,403,not_useful
bvFUCl48GA8bVWPKV7SJzQ,5,66,0.818181818,0.848484848,0,0,0,0,0,0,0,0,0,0,0,0,67.9291,5,3,0,0,0,5,17,not_useful
CJ8RrSCBAIYjNOulpCx0Pg,5,137,0.759124088,0.854014599,0.00729927,0,0,0,0,0,0,0,0,0,0,0,78.2006,29,11,0,0,0,5,154,useful
YAAx3ZtuAlRXztm_7EWPMQ,5,107,0.719626168,0.906542056,0,0,0,0,0,0,0,0,0,0,0,0,89.7902,3,20,0,0,0,3.5,299,not_useful
pG6_8ooBXnZn4WpKCcnbag,5,22,0.818181818,0.954545455,0,0,0,0,0,0,0,0,0,0,0,0,65.6643,19,5,11,6.13E-05,0.00220841,4,156,useful
0IqTEcxkutehxGpSLqLcwg,1,23,0.913043478,0.913043478,0.043478261,0,0,0,0,0,0,0,0,0,0.041666667,0,65.0947,19,31,2,0,0.001163035,3,1427,useful
GDPPOQUmh_qLIydVHCsU7Q,4,59,0.813559322,0.86440678,0,0,0,0,0,0,0,0,0,0,0,0,73.3267,1924,79,261,0.002982001,0.087504146,4,147,useful
rjnLbIvQSMhb8LyNvksByg,2,65,0.630769231,0.861538462,0,0,0,0,0,0,0,0,0,0,0,0,87.41,404,60,2,0,0.000157,4.5,371,not_useful
QAVxg-rZZEleDPGXZ625eA,2,24,0.875,0.791666667,0,0,0,0,0,0,0,0,0,0,0,0,91.4077,84,23,0,0,0,3.5,222,not_useful
rlgsB4bo5hMarkOi7LkMzw,5,21,0.761904762,0.952380952,0,0,0,0,0,0,0,0,0,0,0,0,86.8604,3,34,0,0,0,4,434,not_useful
L4N5Rz-wlgONiv9Iylturg,3,42,0.738095238,0.952380952,0.023809524,0,0,0,0,0,0,0,0,0,0,0,83.4036,11,14,0,0,0,3.5,349,not_useful
gxb52fIm-ZIhdDnk46Jjag,4,86,0.802325581,0.895348837,0.011627907,0,0,0,0,0,0,0,0,0,0,0,78.0781,193,27,36,0.000152,0.017546082,3.5,204,useful
Hv9tuACgc_Iuv99hPgQtrg,1,132,0.689393939,0.863636364,0,0,0,0,0,0,0,0,0,0,0,0,70.4887,21,39,2,7.89E-05,1.59E-06,3,19,useful
7HXb3mz3w0dFWxwwAS1Asg,2,67,0.731343284,0.880597015,0,0,0,0,0,0,0,0,0,0,0,0,80.8059,1,27,0,0,0,3.5,272,useful
k6KciNvQQVrSqvgw9hn_aA,1,240,0.6125,0.85,0.008333333,0,0,0,0,0,0,0,0,0,0,0,82.1276,7,17,0,0,0,3,501,useful
dYzXoGqI2zKq23xe8mrP8Q,2,353,0.614730878,0.909348442,0.002832861,0,0,0,0,0,0,0,0,0,0,0,71.9307,751,71,136,0.00114847,0.049804637,4,1428,useful
NlXpXz-S8v05HP9lXYhtPA,5,64,0.765625,0.796875,0.03125,0,0,0,0,0,0,0,0,0,0,0,83.3792,10,20,0,0,0,5,1191,not_useful
dDyhW3OTVDCWSriaywYyfg,4,8,0.875,0.75,0,0,0,0,0,0,0,0,0,0,0,0,108.7,23,17,2,7.89E-05,2.77E-06,4,412,not_useful
FV_XhNETV8uDhHmaKQpV6A,5,233,0.665236052,0.862660944,0,0,0,0.004273504,0,0,0,0,0,0,0,0,69.3434,4,40,1,0,1.66E-05,4.5,1922,useful
N4gW12_QfvSTUh3VaN9tDA,1,345,0.553623188,0.889855072,0.005797101,0,0,0,0,0,0,0,0,0,0.005780347,0,79.3462,3,23,0,0,0,2.5,899,useful
jQ7FXbb8B7uFfxO23PC5Mg,2,168,0.607142857,0.880952381,0,0,0,0.00591716,0,0,0,0,0,0,0,0,94.3883,313,69,274,0.002552697,0.083325419,4,196,useful
R4L7yI2vubxdP2skEiEzUw,3,87,0.67816092,0.931034483,0,0,0,0,0,0,0,0,0,0,0,0,86.1268,4,3,0,0,0,5,103,not_useful
v0EJdvbYfD1Hfl8lILpzig,4,114,0.666666667,0.885964912,0,0,0,0,0,0,0,0,0,0,0,0,59.9509,836,64,241,0.004356484,0.036350716,3.5,411,useful
9jMO9yF7nnm3kFFyL2hQDA,5,65,0.815384615,0.846153846,0,0,0,0,0,0,0,0,0,0,0,0,79.4037,4,21,0,0,0,4,301,not_useful
vnMqqjfahkeYytmWO4kSdw,5,61,0.819672131,0.901639344,0,0,0,0,0,0,0,0,0,0,0,0,83.3842,1,1,0,0,0,5,1191,not_useful
eGbqrbkQI5g0oGIdwk5qGg,2,145,0.689655172,0.868965517,0,0,0,0,0,0,0,0,0,0,0,0,78.7646,449,44,11,2.67E-05,0.001578478,4,191,useful
9GG7XrvR2hySWvQfO1AbYQ,5,56,0.714285714,0.892857143,0.017857143,0,0,0,0,0,0,0,0,0,0.01754386,0,75.6178,9,29,2,7.89E-05,2.02E-06,5,30,useful
bjVZnQ4UnMc0Gok_x1N0DA,5,33,0.939393939,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,50.5641,81,12,15,0.000358,0.000289,4.5,92,useful
BGug1Gx66wOxqROzoFX_lA,5,52,0.865384615,0.903846154,0,0,0,0,0,0,0,0,0,0,0,0,80.2113,4,36,0,0,0,4,114,not_useful
mqKxCMPlq75M7qeGkhJBeQ,3,33,0.909090909,0.878787879,0,0,0,0,0,0,0,0,0,0,0,0,67.6477,43,55,0,0,0,3.5,8,not_useful
pyDDdJiHXAQIpdgTZsxw3g,5,39,0.846153846,0.974358974,0.025641026,0,0,0,0,0,0,0,0,0,0,0,71.93,18,36,1,0,4.64E-06,3.5,123,not_useful
FOVv4pXTLpnE1RedW1EAyA,5,47,0.765957447,0.893617021,0,0,0,0,0,0,0,0,0,0,0,0,77.4,27,59,0,0,0,5,59,not_useful
kYueZz_aRMnWW1fZGJ6-QQ,5,20,0.95,0.95,0.05,0,0,0,0,0,0,0,0,0,0,0,73.507,6,4,0,0,0,3,315,not_useful
9uIp5_7OLlg4vAlDLUeVJA,1,139,0.776978417,0.913669065,0,0,0,0,0,0,0,0,0,0,0,0,77.0526,1,26,0,0,0,4,388,useful
inrG26zUdOuVySWKxYxwSQ,5,67,0.820895522,0.746268657,0,0,0,0,0,0,0,0,0,0,0,0,47.1555,2,5,0,0,0,4,12,not_useful
8xPCvBzxKwC2F5gXTSzDAA,3,19,0.789473684,0.947368421,0,0,0,0,0,0,0,0,0,0,0,0,101.0143,4,5,0,0,0,4,102,not_useful
ZffsYg9M_x95vbmvth3SoQ,4,146,0.650684932,0.897260274,0,0,0,0,0,0,0,0,0,0,0,0,84.2221,550,58,13,8.10E-05,0.003389515,3,3781,useful
ynTSrFPCUr0XVFkKlmNmCg,5,61,0.721311475,0.754098361,0,0,0,0.032258065,0,0,0,0,0,0,0,0,78.65,16,1,0,0,0,4,47,not_useful
3WvMX8TPUdnnPsom2TzFGw,4,207,0.690821256,0.845410628,0.004830918,0,0,0.004807692,0,0,0,0,0,0,0,0,79.7307,73,28,5,3.36E-06,0.002387234,4,2045,useful
AoJ-FmhLrONMGuCJTjYtEQ,5,180,0.611111111,0.861111111,0.005555556,0,0,0,0,0,0,0,0,0,0,0,81.1001,10,37,0,0,0,5,139,not_useful
PaO3PM7_aMZd4J-IdpzxEg,5,35,0.942857143,0.942857143,0,0,0,0,0,0,0,0,0,0,0,0,75.6954,4,38,0,0,0,4,344,useful
NWEwhqNOWwqX9oqmEnoXig,2,241,0.531120332,0.917012448,0.008298755,0,0,0,0,0,0,0,0,0,0,0,103.8677,2,13,0,0,0,3.5,144,useful
Por1hfW9oS8RCNTdBG07Gw,4,17,0.823529412,1,0,0,0,0,0,0,0,0,0,0,0,0,53.71,24,16,1,0,0,4.5,87,not_useful
_B1QHPzZ9jGok1vz2vjl3Q,5,103,0.805825243,0.86407767,0,0,0,0,0,0,0,0,0,0,0,0,74.3908,49,11,2,1.23E-06,0.000242,2,31,useful
kJHE__DQz6c-2SKjbur1jQ,4,49,0.775510204,0.918367347,0,0,0,0,0,0,0,0,0,0,0,0,95.391,11,20,0,0,0,4,232,not_useful
zF9yoDf1jhEkEDHSsYsJDQ,5,43,0.88372093,0.860465116,0,0,0,0,0,0,0,0,0,0,0,0,79.2723,5,4,0,0,0,3,157,not_useful
G_KR9DA8KOfYjq0tS04H4A,1,107,0.691588785,0.925233645,0,0,0,0,0,0,0,0,0,0,0,0,90.7791,17,25,1,0,0,3.5,292,not_useful
F88AwE-_0AZET3z9PDenTQ,5,61,0.836065574,0.868852459,0.016393443,0,0,0,0,0,0,0,0,0,0,0,80.1459,20,18,0,0,0,3.5,635,not_useful
PLmjcc7nI9bCFnt2m_eI5w,5,29,0.896551724,0.896551724,0,0,0,0,0,0,0,0,0,0,0,0,83.8648,9,16,0,0,0,5,51,useful
RU08Y-PEbXP1P995kV91vA,1,223,0.67264574,0.883408072,0,0,0,0,0,0,0,0,0,0,0.004464286,0,84.4873,49,48,11,0.000455,0.00088,4,276,useful
oSPjvSqXeH5pHZ1cW4UCaw,5,75,0.746666667,0.92,0.013333333,0,0,0.013157895,0,0,0,0,0,0,0,0,91.2824,8,34,0,0,0,4,99,not_useful
"""-EPqx_Ic13Z2oDXO1Dr2cg""",5,85,0.729411765,0.835294118,0.035294118,0,0,0.011627907,0,0,0,0,0,0,0,0,82.87,12,26,3,3.55E-07,0.000339,4,165,useful
-3w8nan_DhxcWPTE5PjQnQ,4,22,0.818181818,0.954545455,0,0,0,0,0,0,0,0,0,0,0,0,96.6219,17,50,4,8.14E-07,0.0017618,4,87,not_useful
wd_0KW29StLH2QfakF3Rxg,2,52,0.884615385,0.788461538,0,0,0,0,0,0,0,0,0,0,0,0,56.1856,72,19,8,0.000129,0.001720994,4,49,useful
bt_saOeCe8TsJIpL_fVxAA,1,46,0.847826087,0.869565217,0,0,0,0,0,0,0,0,0,0,0,0,68.0671,21,62,0,0,0,3,191,useful
vRo3tjgDFAF9p0Ml3he-0g,5,30,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,82.475,3,6,4,8.10E-07,2.66E-05,3.5,635,not_useful
6VsG3CSZEDSffrE5JFePlw,5,543,0.73664825,0.788213628,0.001841621,0,0,0,0,0,0,0,0,0,0,0,-37.1454,3448,90,316,0.009836443,0.093161527,3.5,454,useful
WYFYX7io24vGprQMFlUzGA,1,42,0.80952381,0.904761905,0,0,0,0,0,0,0,0,0,0,0,0,66.1,4,13,0,0,0,1.5,474,useful
gHEZ0FgqQ3SgX_Eao8yY4A,5,103,0.699029126,0.961165049,0.029126214,0,0,0,0,0,0,0,0,0,0,0,87.2752,670,52,4,0.000101,0.001142696,3,283,useful
oW2iJ0eUPFMh3rOfJbL0gg,4,28,0.892857143,0.964285714,0,0,0,0,0,0,0,0,0,0,0,0,96.0246,4,21,0,0,0,4,354,not_useful
amrBwJ2WfORGDBS5jQJxDQ,5,58,0.810344828,0.948275862,0.017241379,0,0,0,0,0,0,0,0,0,0,0,86.6319,3,2,0,0,0,4.5,173,not_useful
5Ukc5ah1gETxf_7EHTjB6Q,4,54,0.740740741,0.907407407,0,0,0,0,0,0,0,0,0,0,0,0,87.1067,287,60,0,0,0,3.5,4967,not_useful
ECPHJH3gwj8FjmoAqsD3Vw,5,41,0.853658537,0.829268293,0,0,0,0.023809524,0,0,0,0,0,0,0,0,82.3364,15,40,2,0,0,4,485,useful
WVgJpcbowYiSHE9I3Z-1pA,1,128,0.8046875,0.8359375,0.015625,0,0,0,0,0,0,0,0,0,0.007751938,0,79.825,3,1,0,0,0,2.5,83,not_useful
5Jsc9mBTSSlS-cnJyLCGdw,5,16,0.9375,0.875,0,0,0,0,0,0,0,0,0,0,0,0,78.245,8,18,0,0,0,4.5,8,not_useful
xy5tqDGOYQqKAz6jLEmU3w,5,21,0.857142857,0.904761905,0,0,0,0,0,0,0,0,0,0,0,0,84.2562,8,23,0,0,0,4,597,not_useful
gCDHmgGS-bgm7YJPirgCNw,2,27,0.851851852,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,81.7353,19,9,2,2.07E-07,0.000982,3.5,38,useful
TI0DEqVqa0JWGINMTl3J3g,5,77,0.779220779,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,79.4324,23,17,0,0,0,3.5,388,useful
6Q07dLWgDUlGl558yPLrPA,1,97,0.793814433,0.824742268,0.020618557,0,0,0,0,0,0,0,0,0,0,0,74.6202,129,52,0,0,0,2.5,122,not_useful
80dMAeiDaYPxtjLE7KTARQ,5,51,0.803921569,0.921568627,0.019607843,0,0,0,0,0,0,0,0,0,0,0,70.6792,2,60,0,0,0,4,520,not_useful
gKtjsiohzfpnu79qSFiiLw,5,49,0.755102041,0.87755102,0,0,0,0,0,0,0,0,0,0,0,0,73.4386,3,1,0,0,0,5,363,not_useful
dC8tpcMyfrAIIecvvbCrew,5,41,0.804878049,0.951219512,0.024390244,0,0,0.047619048,0,0,0,0,0,0,0,0,96.518,35,2,8,0.000284,0.000308,4.5,87,useful
Y5WLeOYFTaIsMDoVyDuZpQ,4,107,0.682242991,0.859813084,0,0,0,0.009259259,0,0,0,0,0,0,0,0,80.026,4,13,0,0,0,4,120,not_useful
NGG_WBDHa9DFjBgLTjyM1g,5,19,0.789473684,0.947368421,0,0,0,0,0,0,0,0,0,0,0,0,83.659,15,49,0,0,0,4,185,useful
mdpf2ff-ssDs7fPg80BZjw,1,33,0.757575758,0.939393939,0.03030303,0,0,0,0,0,0,0,0,0,0,0,82.6359,1,31,0,0,0,3,172,useful
5Kr9o0fyeSPwdYctaFRykQ,5,28,0.75,0.964285714,0,0,0,0.034482759,0,0,0,0,0,0,0,0,81.63,2,6,0,0,0,3,189,not_useful
kRIB6iAOpO265-UgzuH9TA,3,57,0.789473684,0.842105263,0.035087719,0,0,0,0,0,0,0,0,0,0,0,92.0482,3,8,0,0,0,3.5,460,not_useful
EvuDcCzl7QOlycwVw_d5Ww,3,255,0.635294118,0.91372549,0.031372549,0,0,0,0,0,0,0,0,0,0,0,86.5983,205,74,4,2.31E-06,0.000946,4,265,useful
YXzO5ND99QkuPEgBmXwPhA,1,42,0.833333333,0.928571429,0,0,0,0,0,0,0,0,0,0,0,0,85.792,6,2,0,0,0,3,111,useful
i9VBK6UE1tkY_mU5yvF6zw,3,100,0.73,0.87,0.02,0,0,0,0,0,0,0,0,0,0,0,78.0896,333,43,22,0.000129,0.007359305,3.5,1089,useful
A7HhjyF-GKYAIHc1VOPs5g,1,86,0.697674419,0.918604651,0,0,0,0,0,0,0,0,0,0,0,0,82.6791,11,3,0,0,0,1.5,14,useful
cocWbEb-484yhBbHvyYq4w,4,59,0.898305085,0.915254237,0,0,0,0,0,0,0,0,0,0,0,0,61.1082,11,31,8,0.00012,0.001274114,4.5,428,not_useful
lRPyiR07I9Z-IoYyoqH6SA,4,39,0.820512821,0.743589744,0,0,0,0,0,0,0,0,0,0,0,0,92.6793,17,23,1,0,5.02E-05,4.5,53,not_useful
TzOPAKakBBSpGt0rutppjg,1,31,0.709677419,0.838709677,0,0,0,0,0,0,0,0,0,0,0,0,90.0182,2,19,0,0,0,3.5,189,not_useful
l3FUL1umPTmm3SuL2uAJ8w,1,32,0.84375,0.84375,0,0,0,0,0,0,0,0,0,0,0,0,71.7679,17,46,0,0,0,4,728,not_useful
FYQC7z-W1y8U--2Oio0PRA,3,149,0.711409396,0.939597315,0,0,0,0,0,0,0,0,0,0,0,0,102.0868,757,28,256,0.003271302,0.085510386,3.5,262,useful
KPFeIkkvgV3CAuiatGul3Q,4,44,0.863636364,0.863636364,0.022727273,0,0,0,0,0,0,0,0,0,0,0,83.6487,31,15,0,0,0,4,313,not_useful
WNO8nUwyu7OVM7nPq93-Eg,5,18,0.833333333,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,95.9027,1,15,0,0,0,5,20,not_useful
RLsb_74YFHzazuabaTmExg,5,33,0.848484848,0.909090909,0,0,0,0,0,0,0,0,0,0,0,0,102.6571,13,8,0,0,0,4.5,153,useful
oym4EHAErWl3pzUdxvBZig,3,124,0.620967742,0.89516129,0.016129032,0,0,0,0,0,0,0,0,0,0,0,84.6356,491,61,99,0.000356,0.047033272,4,381,useful
0CTZardvNjSP_Le0tVSXKA,1,65,0.676923077,0.923076923,0,0,0,0,0,0,0,0,0,0,0,0,89.4376,1,25,0,0,0,3,336,useful
NKZu_7e6ZJizMuDvhtRZ7g,4,181,0.64640884,0.845303867,0.011049724,0,0,0.005494505,0,0,0,0,0,0,0,0,75.4757,328,60,5,7.51E-07,0.000872,4.5,25,useful
_Hp_HOTHmpTpPyffIsLM-Q,5,39,0.871794872,0.948717949,0,0,0,0,0,0,0,0,0,0,0,0,78.5694,46,38,0,0,0,3.5,495,not_useful
P9gKi6ZgX2UL9cEP8408wQ,3,195,0.738461538,0.861538462,0,0,0,0,0,0,0.005102041,0,0,0,0,0,67.3618,8,52,0,0,0,4.5,307,useful
iv7HkZh-dQUPMftZJ4MO-w,5,37,0.810810811,0.918918919,0,0,0,0,0,0,0,0,0,0,0,0,99.6377,3,8,0,0,0,4,11,useful
XXtoNU6jPJELx1U4C2NqVQ,5,18,0.833333333,1,0.055555556,0,0,0,0,0,0,0,0,0,0,0,88.3162,9,6,0,0,0,5,174,not_useful
dImkqnLHDE9f_ZJR-Q3Yjg,2,53,0.811320755,0.867924528,0.018867925,0,0,0,0,0,0,0,0,0,0,0,65.6825,51,78,0,0,0,4,91,useful
pG8uAAHrxKx60neKI6i9qw,5,123,0.691056911,0.845528455,0,0,0,0,0,0,0,0,0,0,0,0,80.1455,235,59,38,0.001188392,0.005108464,3.5,214,useful
ilEn1ldJM897-t1TGB0qeg,5,69,0.739130435,0.927536232,0,0,0,0,0,0,0,0,0,0,0,0,74.3577,6,50,1,0,6.05E-06,4.5,15,useful
